time,z,y,x
0.0,-1.0633034772679208,-0.1295201138824224,-0.5082300926446914
0.010005,-1.040473805822432,0.0260743524551391,-0.2661095085639506
0.02001,-1.0358315329745411,0.1702858395129442,-0.0629720775458961
0.030014999999999997,-1.0640300379768013,0.3520633793771267,0.2095220174886286
0.04002,-1.1106599794656038,0.475886158400774,0.4339084266319871
0.050025,-1.1654641673207282,0.4684218138694763,0.612119944577664
0.060029900000000004,-1.2270558233588933,0.4198883768469095,0.7284270872741937
0.0700349,-1.2588280951946973,0.3714309276700019,0.7207147593311966
0.0800399,-1.2577718641400335,0.3145902655512094,0.6805491915509104
0.09004480000000001,-1.2604653410077094,0.253998726466298,0.59740796700567
0.10004980000000001,-1.3039590302973985,0.1931476596623659,0.5119115576364099
0.11005480000000001,-1.331034084227681,0.1547206061124801,0.4091667840853333
0.12005980000000001,-1.3572230029731989,0.1193009176850318,0.2279386947974562
0.1300648,-1.408471251912415,0.0563321280747652,0.0519444145098328
0.1400698,-1.425752349320054,-0.0030541268736124,-0.0458440518081188
0.1500748,-1.4475734282448889,-0.0608159954905509,-0.1444252759389579
0.1600808,-1.495067293086648,-0.1347089146971702,-0.2161881973795592
0.1700858,-1.4965788666933777,-0.2842635163486003,-0.3737031103856861
0.1800908,-1.4622425895884632,-0.37328093945086,-0.4149057661287486
0.19009579999999998,-1.4118641092211006,-0.3407113797575235,-0.3814687759511173
0.20010080000000002,-1.472856922583282,-0.3264052065074443,-0.3378609587624669
0.2101058,-1.5315081412553786,-0.281973944106698,-0.2752491658963263
0.2201108,-1.570793857461214,-0.2737707639068364,-0.2460194181501865
0.2301158,-1.616965826049447,-0.253564426702261,-0.2033991506941616
0.2401208,-1.6312772599965333,-0.1845610331028699,-0.1368516258142888
0.2501258,-1.7236372715249657,-0.1154933420956134,-0.0696909374721348
0.2601308,-1.7613842338562011,-0.0514186370700597,-0.0075613751649856
0.2701358,-1.7659037571072578,-0.0021831892579793,0.0679955317310988
0.28014079999999997,-1.785122252318263,0.0162719203650951,0.1306735217012465
0.2901458,-1.832012306047976,-0.0062087915122509,0.1302718090325594
0.3001508,-1.8742112793520092,-0.0691068539738655,0.1867681877583265
0.31015580000000004,-1.950842975872755,-0.1336024147599935,0.2381963233090937
0.32016079999999997,-2.034060480524599,-0.1733610091745853,0.2758173211731016
0.3301658,-2.068922242808342,-0.2081687031835317,0.2553153620228171
0.3401708,-2.0637474705189467,-0.2169733564078807,0.2023730225168168
0.350176,-2.0789903400972483,-0.2487421211123466,0.1589364702418446
0.360181,-2.0840148902609945,-0.3193903593093156,0.1237228257805109
0.370186,-2.06296742605716,-0.4323603204071521,0.0792190826654434
0.380191,-2.048330121156573,-0.5702063640862703,0.1673847843091934
0.390196,-2.0826994237482546,-0.7837696197897195,0.2169918419126421
0.40020100000000003,-2.1043270259276032,-1.1238871253073217,0.2237243650380521
0.41020589999999996,-2.0841449463814494,-1.5324433762788772,0.3228646112911403
0.4202109,-2.060861685949564,-1.863797145104408,0.5268447036784142
0.43021580000000004,-1.9702403347820043,-2.097148804861307,0.8032478619154543
0.44022079999999997,-1.9031500813275577,-2.243725267484784,1.0413022194705903
0.4502258,-1.877005586245656,-2.3349615356802937,1.3466552855990823
0.46023040000000004,-1.889125939889252,-2.393815875709057,1.6809642509683966
0.47023539999999997,-1.6293804864645005,-2.3959289223402735,2.0934026040703055
0.4802404,-0.5270844307184219,-2.223344742757082,2.753336000832915
0.49024540000000005,-0.0694271719694137,-2.6386820321708915,2.451513593048602
0.5002504,-0.0092658409953117,-3.5679514252632853,1.8307202204108235
0.5102554,0.1353831606969237,-4.0560716268152,2.2881121062219143
0.5202603,0.9291898981153964,-4.156872426691651,2.5538898255482314
0.5302653,1.9290739193961024,-4.094876866027713,2.324352024991065
0.5402703,2.2255796622022985,-3.8120103569954633,2.344148466220498
0.5502753,2.245217259608209,-3.381619290834665,2.532731594446301
0.5602803,2.14405756329149,-2.8746728082597253,2.470874857731163
0.5702853,2.0543439746186136,-2.4386042809844017,2.1224413592889904
0.5802902999999999,2.1118328715130685,-2.020444335365295,1.844516252181679
0.5902963,2.0119711060523984,-1.3752747924923896,1.3972539845883845
0.6003013,1.799164221674204,-0.4703419682770967,0.9317823257613926
0.6103063000000001,1.5899989086687565,0.5742401496469974,0.4322298258952796
0.6203113,1.4146718601182102,1.4939485181897878,-0.092313468972966
0.6303163,1.3242480773493648,2.1834452785670755,-0.7261592884726822
0.6403213,1.2808809370487928,2.60244810475111,-1.3401929577171805
0.6503263,1.1138193202793598,2.7399820137411353,-1.731817801501602
0.6603313,0.6394803913205862,2.5416069748193024,-2.56749778740108
0.6703362,-0.0798591341346502,2.0394372051268816,-3.0226427710682153
0.6803412,-0.6921785468071698,1.4126514602065086,-3.0745377934783695
0.6903462,-1.044323174726963,0.7769464957714081,-2.899379671753943
0.7003512,-0.9770371064394712,0.3351443932801485,-2.3625128288201984
0.7103562,-0.660646513468027,-0.0691238051086664,-1.4935976589255031
0.7203612,-0.2212704690799116,-0.2423708325147628,-0.3638465369556099
0.7303662,0.3162824564218521,-0.382272055158019,0.5219800567841157
0.7403712,0.74479019305408,-0.4918973820030689,0.9591847119498996
0.7503762,1.082237310318649,-0.5444914925932884,1.2021818596694618
0.7603812,1.416300630363822,-0.2860550759404897,1.8055618137568237
0.7703862,1.435534030883014,0.4026093252658844,2.275031383113563
0.7803912000000001,1.2841624429374932,1.091198323148489,2.5849825906872748
0.7903962,0.8597364226609467,1.6570628586381673,2.6758906498417256
0.8004011,0.3758028591439127,2.1548960604310032,2.346890896796435
0.8104061,-0.2603781983703375,2.4627526338130235,1.757845684466511
0.8204111000000001,-0.8915963727802038,2.4735773946881294,0.8284024691771715
0.8304161000000001,-1.2682424047499894,2.3802228191643953,-0.0806162543785758
0.8404211,-1.5166893423080443,2.363010987600684,-0.5959245235148817
0.8504261,-1.6597674414217471,2.3458050012558695,-0.8863397674262523
0.8604311000000001,-1.6676202007487415,2.3332611615031955,-1.09970289744772
0.8704361,-1.5500819088220597,2.292845564484596,-1.3363836285620927
0.8804411,-1.4115940601080654,2.1880226694852114,-1.595546313662827
0.8904460999999999,-1.2800401023104786,2.03436647773385,-1.7532438897594809
0.9004511000000001,-1.1346125174611803,1.7949889818161724,-1.7485519325509666
0.9104563000000001,-1.0129179826378822,1.4599094704657791,-1.6355732036247848
0.9204613,-0.8941606703102588,1.0958540399998429,-1.469424902307987
0.9304663,-0.8073755363047123,0.7807336130946874,-1.2636752429649234
0.9404712999999999,-0.7846651073247194,0.5079588744878769,-1.0421117822878063
0.9504763,-0.7844991031080484,0.3211269738435745,-0.8512497493445873
0.9604823,-0.7755205546215176,0.1533458106279373,-0.7132225038796662
0.9704872999999999,-0.7568897961705923,0.0530178889602422,-0.6155293146297335
0.9804923000000001,-0.7326847447186708,0.015701427000761,-0.3809828190650791
0.9904973,-0.7418073778510094,0.0935644188821315,-0.1716373454534448
1.0005023,-0.8270365145862102,0.2801560810297727,-0.0383241776973009
1.0105073,-1.0931669928729533,0.4570703987717628,0.0777943288256414
1.0205122,-1.5683680916190146,0.5112275208950042,-0.1053686740475706
1.0305172,-1.9302324417814611,0.8178934231877326,0.3079601068217307
1.0405222,-2.2484835679277775,0.9995914680749176,0.8256178799599408
1.0505271999999999,-2.3591756472215053,1.0619441716134548,1.0699436459347604
1.0605322,-2.306134085124731,1.0104606526136397,1.2604244244754317
1.0705375,-2.1513284310773013,0.8856593839466571,1.3495679581753908
1.0805425,-1.9267761638477443,0.6846592572182416,1.3152641220353545
1.0905474,-1.382059045805037,0.0705190588593483,0.7407043850451708
1.1005524,-1.3844339582428336,0.0695978523612022,0.7281978085629641
1.1105574,-1.2172422853529452,-0.2642494868457317,0.2593419323914684
1.1205624,-1.2979963225007056,-0.7813999680489301,-0.3143055303256958
1.1305674,-1.517409765537083,-1.371460787162185,-0.7360275523405522
1.1405724,-1.8350737394452097,-2.0687451326757667,-0.9575497311592102
1.1505774,-2.1716043263867495,-2.793599622160196,-1.006403120851144
1.1605824,-2.363556054262817,-3.4364456905215977,-1.0326691964861006
1.1705874,-2.3299825782239436,-3.8004204569667577,-1.569498703084141
1.1805923999999999,-1.17320995914191,-3.977313731920719,-2.2281616415195167
1.1905974000000001,1.0104358104333282,-4.312411947971582,-1.8597415861032904
1.2006024,1.9096540563941,-4.581319489756226,-1.34899161959216
1.2106074,1.464110137026012,-4.433707838866114,-1.4108942412756382
1.2206123,2.2185937488377094,-4.306345195278525,-1.394672151401639
1.2306173,3.233742851528526,-4.676169272273778,-1.3744710748940705
1.2406223,2.526583008688688,-4.866855510258675,-1.4676380188912153
1.2506273,1.2184598444491623,-4.353044402611255,-1.3439603474266826
1.2606323,0.5412143706187605,-3.496832062423229,-1.223419366552681
1.2706373,0.5584507521018386,-2.58361130233407,-1.3949590055190026
1.2806423,1.0570432478293776,-1.5436416466414928,-2.0872451043538747
1.2906473,2.1842191855490207,-0.2334825926601886,-2.163408744971454
1.3006522999999999,3.3657655958816406,0.6180816294610499,-2.586675950601697
1.3106573,4.3867157860666515,1.438673205691576,-2.7704627844616767
1.3206633,4.7867941315501925,2.0955437077522276,-2.041144301305711
1.3306683,3.8636493588179346,2.504583358326554,-0.8795395128268748
1.3406733,2.219368824863434,2.586429282364249,0.0155171564750373
1.3506783,0.8966586246058345,2.6198849772423505,1.0049475152153522
1.3606833,-0.1667301928579807,2.5576012472867964,1.6891664082549511
1.3706882,-0.9001949820384383,2.2457050431251524,2.111837255427241
1.3806932,-1.4532017895206808,1.7331383825808762,2.312713755775988
1.3906981999999999,-1.6275895113945007,1.1047241596758366,2.271289858497679
1.4007032000000001,-1.2628233023107052,0.4970306532382965,1.7981687808960676
1.4107082,-0.4749102991059422,-0.0730833563894033,0.8917262097049504
1.4207132,0.3861450971990823,-0.484651648658514,-0.2011461658692918
1.4307181999999998,1.1291428538784385,-0.7474591200023889,-0.8621456757597624
1.4407232,1.5441975269585846,-0.5020791687995195,-1.2040102441404017
1.4507282,1.7629115895539522,-0.1238607729464769,-1.7187566598765551
1.4607332,1.7577917623221873,0.3850906197100877,-1.8820508869364856
